metier;area_management;number_cell_management;number_cell_metier;number_cell_intersection
F_metier_OTH_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;Zone_3miles-2rectSud;52;42;6
F_metier_OTH_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;Zone_Coraux;48;42;0
F_metier_OTH_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;zone_FermG;702;42;42
F_metier_OTH_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;Zone_ZFH_FrayereSole;56;42;14
F_metier_OTH_Zunique @ Flottille espèces autres-0-10;zbsi_penatules;106;8;5
F_metier_OTH_Zunique @ Flottille espèces autres-0-10;Zone_3miles-2rectSud;52;8;2
F_metier_OTH_Zunique @ Flottille espèces autres-0-10;Zone_Coraux;48;8;0
F_metier_OTH_Zunique @ Flottille espèces autres-0-10;zone_FermG;702;8;8
F_metier_OTH_Zunique @ Flottille espèces autres-0-10;Zone_ZFH_FrayereSole;56;8;0
F_metier_OTH_Zunique @ Flottilles agrégées-0-10;zbsi_penatules;106;124;12
F_metier_OTH_Zunique @ Flottilles agrégées-0-10;Zone_3miles-2rectSud;52;124;22
F_metier_OTH_Zunique @ Flottilles agrégées-0-10;Zone_Coraux;48;124;0
F_metier_OTH_Zunique @ Flottilles agrégées-0-10;zone_FermG;702;124;124
F_metier_OTH_Zunique @ Flottilles agrégées-0-10;Zone_ZFH_FrayereSole;56;124;26
F_metier_OTH_Zunique @ Flottilles agrégées-10-12;zbsi_penatules;106;252;66
F_metier_OTH_Zunique @ Flottilles agrégées-10-12;Zone_3miles-2rectSud;52;252;22
F_metier_OTH_Zunique @ Flottilles agrégées-10-12;Zone_Coraux;48;252;5
F_metier_OTH_Zunique @ Flottilles agrégées-10-12;zone_FermG;702;252;252
F_metier_OTH_Zunique @ Flottilles agrégées-10-12;Zone_ZFH_FrayereSole;56;252;50
F_metier_OTH_Zunique @ Palangriers exclusifs-0-10;zbsi_penatules;106;47;3
F_metier_OTH_Zunique @ Palangriers exclusifs-0-10;Zone_3miles-2rectSud;52;47;8
F_metier_OTH_Zunique @ Palangriers exclusifs-0-10;Zone_Coraux;48;47;0
F_metier_OTH_Zunique @ Palangriers exclusifs-0-10;zone_FermG;702;47;47
F_metier_OTH_Zunique @ Palangriers exclusifs-0-10;Zone_ZFH_FrayereSole;56;47;15
F_metier_OTH_Zunique @ Palangriers exclusifs-10-12;zbsi_penatules;106;35;2
F_metier_OTH_Zunique @ Palangriers exclusifs-10-12;Zone_3miles-2rectSud;52;35;4
F_metier_OTH_Zunique @ Palangriers exclusifs-10-12;Zone_Coraux;48;35;0
F_metier_OTH_Zunique @ Palangriers exclusifs-10-12;zone_FermG;702;35;35
F_metier_OTH_Zunique @ Palangriers exclusifs-10-12;Zone_ZFH_FrayereSole;56;35;15
F_Zunique @ 15-Inf;zbsi_penatules;106;6;0
F_Zunique @ 15-Inf;Zone_3miles-2rectSud;52;6;0
F_Zunique @ 15-Inf;Zone_Coraux;48;6;1
F_Zunique @ 15-Inf;zone_FermG;702;6;6
F_Zunique @ 15-Inf;Zone_ZFH_FrayereSole;56;6;0
G_1_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;zbsi_penatules;106;11;0
G_1_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;Zone_3miles-2rectSud;52;11;4
G_1_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;Zone_Coraux;48;11;0
G_1_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;zone_FermG;702;11;11
G_1_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;Zone_ZFH_FrayereSole;56;11;1
G_1_Zunique @ Chalutiers Arts dormants-10-12;zbsi_penatules;106;141;30
G_1_Zunique @ Chalutiers Arts dormants-10-12;Zone_3miles-2rectSud;52;141;11
G_1_Zunique @ Chalutiers Arts dormants-10-12;Zone_Coraux;48;141;4
G_1_Zunique @ Chalutiers Arts dormants-10-12;zone_FermG;702;141;141
G_1_Zunique @ Chalutiers Arts dormants-10-12;Zone_ZFH_FrayereSole;56;141;35
G_1_Zunique @ Chalutiers de fond exclusifs-10-12;zbsi_penatules;106;71;11
G_1_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_3miles-2rectSud;52;71;8
G_1_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_Coraux;48;71;0
G_1_Zunique @ Chalutiers de fond exclusifs-10-12;zone_FermG;702;71;71
G_1_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_ZFH_FrayereSole;56;71;32
G_1_Zunique @ Chalutiers Dragueurs-10-12;zbsi_penatules;106;42;0
G_1_Zunique @ Chalutiers Dragueurs-10-12;Zone_3miles-2rectSud;52;42;9
G_1_Zunique @ Chalutiers Dragueurs-10-12;Zone_Coraux;48;42;0
G_1_Zunique @ Chalutiers Dragueurs-10-12;zone_FermG;702;42;42
G_1_Zunique @ Chalutiers Dragueurs-10-12;Zone_ZFH_FrayereSole;56;42;6
G_1_Zunique @ Chalutiers Tamiseurs-10-12;zbsi_penatules;106;51;5
G_1_Zunique @ Chalutiers Tamiseurs-10-12;Zone_3miles-2rectSud;52;51;5
G_1_Zunique @ Chalutiers Tamiseurs-10-12;Zone_Coraux;48;51;0
G_1_Zunique @ Chalutiers Tamiseurs-10-12;zone_FermG;702;51;51
G_1_Zunique @ Chalutiers Tamiseurs-10-12;Zone_ZFH_FrayereSole;56;51;18
G_1_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;zbsi_penatules;106;102;8
G_1_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_3miles-2rectSud;52;102;18
G_1_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_Coraux;48;102;0
G_1_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;zone_FermG;702;102;102
G_1_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_ZFH_FrayereSole;56;102;22
G_1_Zunique @ Fileyeurs exclusifs-0-10;zbsi_penatules;106;111;10
G_1_Zunique @ Fileyeurs exclusifs-0-10;Zone_3miles-2rectSud;52;111;22
G_1_Zunique @ Fileyeurs exclusifs-0-10;Zone_Coraux;48;111;0
G_1_Zunique @ Fileyeurs exclusifs-0-10;zone_FermG;702;111;111
G_1_Zunique @ Fileyeurs exclusifs-0-10;Zone_ZFH_FrayereSole;56;111;21
G_1_Zunique @ Fileyeurs exclusifs-10-12;zbsi_penatules;106;325;84
G_1_Zunique @ Fileyeurs exclusifs-10-12;Zone_3miles-2rectSud;52;325;22
G_1_Zunique @ Fileyeurs exclusifs-10-12;Zone_Coraux;48;325;16
G_1_Zunique @ Fileyeurs exclusifs-10-12;zone_FermG;702;325;325
G_1_Zunique @ Fileyeurs exclusifs-10-12;Zone_ZFH_FrayereSole;56;325;53
G_1_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;zbsi_penatules;106;278;71
G_1_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;Zone_3miles-2rectSud;52;278;22
G_1_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;Zone_Coraux;48;278;11
G_1_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;zone_FermG;702;278;278
G_1_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;Zone_ZFH_FrayereSole;56;278;46
G_1_Zunique @ Flottilles agrégées-0-10;zbsi_penatules;106;112;10
G_1_Zunique @ Flottilles agrégées-0-10;Zone_3miles-2rectSud;52;112;22
G_1_Zunique @ Flottilles agrégées-0-10;Zone_Coraux;48;112;0
G_1_Zunique @ Flottilles agrégées-0-10;zone_FermG;702;112;112
G_1_Zunique @ Flottilles agrégées-0-10;Zone_ZFH_FrayereSole;56;112;22
G_1_Zunique @ Flottilles agrégées-10-12;zbsi_penatules;106;262;80
G_1_Zunique @ Flottilles agrégées-10-12;Zone_3miles-2rectSud;52;262;22
G_1_Zunique @ Flottilles agrégées-10-12;Zone_Coraux;48;262;11
G_1_Zunique @ Flottilles agrégées-10-12;zone_FermG;702;262;262
G_1_Zunique @ Flottilles agrégées-10-12;Zone_ZFH_FrayereSole;56;262;53
G_1_Zunique @ Palangriers exclusifs-0-10;zbsi_penatules;106;14;0
G_1_Zunique @ Palangriers exclusifs-0-10;Zone_3miles-2rectSud;52;14;1
G_1_Zunique @ Palangriers exclusifs-0-10;Zone_Coraux;48;14;0
G_1_Zunique @ Palangriers exclusifs-0-10;zone_FermG;702;14;14
G_1_Zunique @ Palangriers exclusifs-0-10;Zone_ZFH_FrayereSole;56;14;1
G_1_Zunique @ Palangriers exclusifs-10-12;zbsi_penatules;106;13;0
G_1_Zunique @ Palangriers exclusifs-10-12;Zone_3miles-2rectSud;52;13;1
G_1_Zunique @ Palangriers exclusifs-10-12;Zone_Coraux;48;13;0
G_1_Zunique @ Palangriers exclusifs-10-12;zone_FermG;702;13;13
G_1_Zunique @ Palangriers exclusifs-10-12;Zone_ZFH_FrayereSole;56;13;2
G_2_Zunique @ Chalutiers Arts dormants-10-12;zbsi_penatules;106;21;0
G_2_Zunique @ Chalutiers Arts dormants-10-12;Zone_3miles-2rectSud;52;21;5
G_2_Zunique @ Chalutiers Arts dormants-10-12;Zone_Coraux;48;21;0
G_2_Zunique @ Chalutiers Arts dormants-10-12;zone_FermG;702;21;21
G_2_Zunique @ Chalutiers Arts dormants-10-12;Zone_ZFH_FrayereSole;56;21;4
G_2_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;zbsi_penatules;106;24;1
G_2_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_3miles-2rectSud;52;24;7
G_2_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_Coraux;48;24;0
G_2_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;zone_FermG;702;24;24
G_2_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_ZFH_FrayereSole;56;24;1
G_2_Zunique @ Fileyeurs exclusifs-0-10;zbsi_penatules;106;58;6
G_2_Zunique @ Fileyeurs exclusifs-0-10;Zone_3miles-2rectSud;52;58;13
G_2_Zunique @ Fileyeurs exclusifs-0-10;Zone_Coraux;48;58;0
G_2_Zunique @ Fileyeurs exclusifs-0-10;zone_FermG;702;58;58
G_2_Zunique @ Fileyeurs exclusifs-0-10;Zone_ZFH_FrayereSole;56;58;1
G_2_Zunique @ Fileyeurs exclusifs-10-12;zbsi_penatules;106;61;12
G_2_Zunique @ Fileyeurs exclusifs-10-12;Zone_3miles-2rectSud;52;61;11
G_2_Zunique @ Fileyeurs exclusifs-10-12;Zone_Coraux;48;61;0
G_2_Zunique @ Fileyeurs exclusifs-10-12;zone_FermG;702;61;61
G_2_Zunique @ Fileyeurs exclusifs-10-12;Zone_ZFH_FrayereSole;56;61;11
G_2_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;zbsi_penatules;106;22;7
G_2_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;Zone_3miles-2rectSud;52;22;2
G_2_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;Zone_Coraux;48;22;0
G_2_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;zone_FermG;702;22;22
G_2_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;Zone_ZFH_FrayereSole;56;22;2
G_2_Zunique @ Flottilles agrégées-0-10;zbsi_penatules;106;86;4
G_2_Zunique @ Flottilles agrégées-0-10;Zone_3miles-2rectSud;52;86;16
G_2_Zunique @ Flottilles agrégées-0-10;Zone_Coraux;48;86;0
G_2_Zunique @ Flottilles agrégées-0-10;zone_FermG;702;86;86
G_2_Zunique @ Flottilles agrégées-0-10;Zone_ZFH_FrayereSole;56;86;22
G_2_Zunique @ Flottilles agrégées-10-12;zbsi_penatules;106;34;4
G_2_Zunique @ Flottilles agrégées-10-12;Zone_3miles-2rectSud;52;34;7
G_2_Zunique @ Flottilles agrégées-10-12;Zone_Coraux;48;34;0
G_2_Zunique @ Flottilles agrégées-10-12;zone_FermG;702;34;34
G_2_Zunique @ Flottilles agrégées-10-12;Zone_ZFH_FrayereSole;56;34;3
G_2_Zunique @ Palangriers exclusifs-10-12;zbsi_penatules;106;13;0
G_2_Zunique @ Palangriers exclusifs-10-12;Zone_3miles-2rectSud;52;13;1
G_2_Zunique @ Palangriers exclusifs-10-12;Zone_Coraux;48;13;0
G_2_Zunique @ Palangriers exclusifs-10-12;zone_FermG;702;13;13
G_2_Zunique @ Palangriers exclusifs-10-12;Zone_ZFH_FrayereSole;56;13;2
G_3_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;zbsi_penatules;106;22;2
G_3_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;Zone_3miles-2rectSud;52;22;6
G_3_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;Zone_Coraux;48;22;0
G_3_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;zone_FermG;702;22;22
G_3_Zunique @ Caseyeurs Métiers de l hameçon exclusifs-10-12;Zone_ZFH_FrayereSole;56;22;0
G_3_Zunique @ Chalutiers Arts dormants-10-12;zbsi_penatules;106;104;10
G_3_Zunique @ Chalutiers Arts dormants-10-12;Zone_3miles-2rectSud;52;104;13
G_3_Zunique @ Chalutiers Arts dormants-10-12;Zone_Coraux;48;104;4
G_3_Zunique @ Chalutiers Arts dormants-10-12;zone_FermG;702;104;104
G_3_Zunique @ Chalutiers Arts dormants-10-12;Zone_ZFH_FrayereSole;56;104;26
G_3_Zunique @ Chalutiers de fond exclusifs-10-12;zbsi_penatules;106;24;0
G_3_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_3miles-2rectSud;52;24;5
G_3_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_Coraux;48;24;0
G_3_Zunique @ Chalutiers de fond exclusifs-10-12;zone_FermG;702;24;24
G_3_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_ZFH_FrayereSole;56;24;3
G_3_Zunique @ Chalutiers Dragueurs-10-12;zbsi_penatules;106;36;4
G_3_Zunique @ Chalutiers Dragueurs-10-12;Zone_3miles-2rectSud;52;36;9
G_3_Zunique @ Chalutiers Dragueurs-10-12;Zone_Coraux;48;36;0
G_3_Zunique @ Chalutiers Dragueurs-10-12;zone_FermG;702;36;36
G_3_Zunique @ Chalutiers Dragueurs-10-12;Zone_ZFH_FrayereSole;56;36;3
G_3_Zunique @ Chalutiers mixtes exclusifs-10-12;zbsi_penatules;106;16;4
G_3_Zunique @ Chalutiers mixtes exclusifs-10-12;Zone_3miles-2rectSud;52;16;0
G_3_Zunique @ Chalutiers mixtes exclusifs-10-12;Zone_Coraux;48;16;0
G_3_Zunique @ Chalutiers mixtes exclusifs-10-12;zone_FermG;702;16;16
G_3_Zunique @ Chalutiers mixtes exclusifs-10-12;Zone_ZFH_FrayereSole;56;16;11
G_3_Zunique @ Chalutiers Tamiseurs-10-12;zbsi_penatules;106;27;0
G_3_Zunique @ Chalutiers Tamiseurs-10-12;Zone_3miles-2rectSud;52;27;2
G_3_Zunique @ Chalutiers Tamiseurs-10-12;Zone_Coraux;48;27;0
G_3_Zunique @ Chalutiers Tamiseurs-10-12;zone_FermG;702;27;27
G_3_Zunique @ Chalutiers Tamiseurs-10-12;Zone_ZFH_FrayereSole;56;27;8
G_3_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;zbsi_penatules;106;111;10
G_3_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_3miles-2rectSud;52;111;21
G_3_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_Coraux;48;111;0
G_3_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;zone_FermG;702;111;111
G_3_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_ZFH_FrayereSole;56;111;22
G_3_Zunique @ Fileyeurs exclusifs-0-10;zbsi_penatules;106;111;10
G_3_Zunique @ Fileyeurs exclusifs-0-10;Zone_3miles-2rectSud;52;111;22
G_3_Zunique @ Fileyeurs exclusifs-0-10;Zone_Coraux;48;111;0
G_3_Zunique @ Fileyeurs exclusifs-0-10;zone_FermG;702;111;111
G_3_Zunique @ Fileyeurs exclusifs-0-10;Zone_ZFH_FrayereSole;56;111;21
G_3_Zunique @ Fileyeurs exclusifs-10-12;zbsi_penatules;106;293;65
G_3_Zunique @ Fileyeurs exclusifs-10-12;Zone_3miles-2rectSud;52;293;22
G_3_Zunique @ Fileyeurs exclusifs-10-12;Zone_Coraux;48;293;14
G_3_Zunique @ Fileyeurs exclusifs-10-12;zone_FermG;702;293;293
G_3_Zunique @ Fileyeurs exclusifs-10-12;Zone_ZFH_FrayereSole;56;293;44
G_3_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;zbsi_penatules;106;184;30
G_3_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;Zone_3miles-2rectSud;52;184;22
G_3_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;Zone_Coraux;48;184;0
G_3_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;zone_FermG;702;184;184
G_3_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;Zone_ZFH_FrayereSole;56;184;41
G_3_Zunique @ Flottilles agrégées-0-10;zbsi_penatules;106;111;10
G_3_Zunique @ Flottilles agrégées-0-10;Zone_3miles-2rectSud;52;111;21
G_3_Zunique @ Flottilles agrégées-0-10;Zone_Coraux;48;111;0
G_3_Zunique @ Flottilles agrégées-0-10;zone_FermG;702;111;111
G_3_Zunique @ Flottilles agrégées-0-10;Zone_ZFH_FrayereSole;56;111;22
G_3_Zunique @ Flottilles agrégées-10-12;zbsi_penatules;106;233;63
G_3_Zunique @ Flottilles agrégées-10-12;Zone_3miles-2rectSud;52;233;21
G_3_Zunique @ Flottilles agrégées-10-12;Zone_Coraux;48;233;9
G_3_Zunique @ Flottilles agrégées-10-12;zone_FermG;702;233;233
G_3_Zunique @ Flottilles agrégées-10-12;Zone_ZFH_FrayereSole;56;233;50
G_3_Zunique @ Palangriers exclusifs-0-10;zbsi_penatules;106;39;5
G_3_Zunique @ Palangriers exclusifs-0-10;Zone_3miles-2rectSud;52;39;6
G_3_Zunique @ Palangriers exclusifs-0-10;Zone_Coraux;48;39;0
G_3_Zunique @ Palangriers exclusifs-0-10;zone_FermG;702;39;39
G_3_Zunique @ Palangriers exclusifs-0-10;Zone_ZFH_FrayereSole;56;39;4
G_3_Zunique @ Palangriers exclusifs-10-12;zbsi_penatules;106;29;2
G_3_Zunique @ Palangriers exclusifs-10-12;Zone_3miles-2rectSud;52;29;4
G_3_Zunique @ Palangriers exclusifs-10-12;Zone_Coraux;48;29;0
G_3_Zunique @ Palangriers exclusifs-10-12;zone_FermG;702;29;29
G_3_Zunique @ Palangriers exclusifs-10-12;Zone_ZFH_FrayereSole;56;29;11
G_4_Zunique @ Chalutiers Arts dormants-10-12;zbsi_penatules;106;25;0
G_4_Zunique @ Chalutiers Arts dormants-10-12;Zone_3miles-2rectSud;52;25;1
G_4_Zunique @ Chalutiers Arts dormants-10-12;Zone_Coraux;48;25;0
G_4_Zunique @ Chalutiers Arts dormants-10-12;zone_FermG;702;25;25
G_4_Zunique @ Chalutiers Arts dormants-10-12;Zone_ZFH_FrayereSole;56;25;8
G_4_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;zbsi_penatules;106;36;1
G_4_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_3miles-2rectSud;52;36;8
G_4_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_Coraux;48;36;0
G_4_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;zone_FermG;702;36;36
G_4_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_ZFH_FrayereSole;56;36;4
G_4_Zunique @ Fileyeurs exclusifs-0-10;zbsi_penatules;106;38;7
G_4_Zunique @ Fileyeurs exclusifs-0-10;Zone_3miles-2rectSud;52;38;8
G_4_Zunique @ Fileyeurs exclusifs-0-10;Zone_Coraux;48;38;0
G_4_Zunique @ Fileyeurs exclusifs-0-10;zone_FermG;702;38;38
G_4_Zunique @ Fileyeurs exclusifs-0-10;Zone_ZFH_FrayereSole;56;38;3
G_4_Zunique @ Fileyeurs exclusifs-10-12;zbsi_penatules;106;30;4
G_4_Zunique @ Fileyeurs exclusifs-10-12;Zone_3miles-2rectSud;52;30;6
G_4_Zunique @ Fileyeurs exclusifs-10-12;Zone_Coraux;48;30;0
G_4_Zunique @ Fileyeurs exclusifs-10-12;zone_FermG;702;30;30
G_4_Zunique @ Fileyeurs exclusifs-10-12;Zone_ZFH_FrayereSole;56;30;9
G_4_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;zbsi_penatules;106;13;0
G_4_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;Zone_3miles-2rectSud;52;13;1
G_4_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;Zone_Coraux;48;13;0
G_4_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;zone_FermG;702;13;13
G_4_Zunique @ Fileyeurs Métiers de l hameçon exclusifs-10-12;Zone_ZFH_FrayereSole;56;13;2
G_4_Zunique @ Flottilles agrégées-0-10;zbsi_penatules;106;68;7
G_4_Zunique @ Flottilles agrégées-0-10;Zone_3miles-2rectSud;52;68;15
G_4_Zunique @ Flottilles agrégées-0-10;Zone_Coraux;48;68;0
G_4_Zunique @ Flottilles agrégées-0-10;zone_FermG;702;68;68
G_4_Zunique @ Flottilles agrégées-0-10;Zone_ZFH_FrayereSole;56;68;8
G_4_Zunique @ Flottilles agrégées-10-12;zbsi_penatules;106;48;2
G_4_Zunique @ Flottilles agrégées-10-12;Zone_3miles-2rectSud;52;48;8
G_4_Zunique @ Flottilles agrégées-10-12;Zone_Coraux;48;48;0
G_4_Zunique @ Flottilles agrégées-10-12;zone_FermG;702;48;48
G_4_Zunique @ Flottilles agrégées-10-12;Zone_ZFH_FrayereSole;56;48;8
G_HKE-Zunique @ other-12-15;zbsi_penatules;106;36;5
G_HKE-Zunique @ other-12-15;Zone_3miles-2rectSud;52;36;4
G_HKE-Zunique @ other-12-15;Zone_Coraux;48;36;0
G_HKE-Zunique @ other-12-15;zone_FermG;702;36;36
G_HKE-Zunique @ other-12-15;Zone_ZFH_FrayereSole;56;36;11
G_HKE_Zhigh @ 15-Inf;zbsi_penatules;106;123;57
G_HKE_Zhigh @ 15-Inf;Zone_3miles-2rectSud;52;123;0
G_HKE_Zhigh @ 15-Inf;Zone_Coraux;48;123;9
G_HKE_Zhigh @ 15-Inf;zone_FermG;702;123;123
G_HKE_Zhigh @ 15-Inf;Zone_ZFH_FrayereSole;56;123;19
G_HKE_Zhigh @ bob_south-12-15;zbsi_penatules;106;25;5
G_HKE_Zhigh @ bob_south-12-15;Zone_3miles-2rectSud;52;25;4
G_HKE_Zhigh @ bob_south-12-15;Zone_Coraux;48;25;0
G_HKE_Zhigh @ bob_south-12-15;zone_FermG;702;25;25
G_HKE_Zhigh @ bob_south-12-15;Zone_ZFH_FrayereSole;56;25;12
G_HKE_Zlow @ 15-Inf;zbsi_penatules;106;223;40
G_HKE_Zlow @ 15-Inf;Zone_3miles-2rectSud;52;223;24
G_HKE_Zlow @ 15-Inf;Zone_Coraux;48;223;20
G_HKE_Zlow @ 15-Inf;zone_FermG;702;223;223
G_HKE_Zlow @ 15-Inf;Zone_ZFH_FrayereSole;56;223;35
G_HKE_Zlow @ bob_south-12-15;zbsi_penatules;106;85;26
G_HKE_Zlow @ bob_south-12-15;Zone_3miles-2rectSud;52;85;13
G_HKE_Zlow @ bob_south-12-15;Zone_Coraux;48;85;4
G_HKE_Zlow @ bob_south-12-15;zone_FermG;702;85;85
G_HKE_Zlow @ bob_south-12-15;Zone_ZFH_FrayereSole;56;85;25
G_HKE_Zunique @ bob_north-12-15;zbsi_penatules;106;26;1
G_HKE_Zunique @ bob_north-12-15;Zone_3miles-2rectSud;52;26;4
G_HKE_Zunique @ bob_north-12-15;Zone_Coraux;48;26;0
G_HKE_Zunique @ bob_north-12-15;zone_FermG;702;26;26
G_HKE_Zunique @ bob_north-12-15;Zone_ZFH_FrayereSole;56;26;11
G_LOW-Zunique @ other-12-15;zbsi_penatules;106;10;0
G_LOW-Zunique @ other-12-15;Zone_3miles-2rectSud;52;10;1
G_LOW-Zunique @ other-12-15;Zone_Coraux;48;10;0
G_LOW-Zunique @ other-12-15;zone_FermG;702;10;10
G_LOW-Zunique @ other-12-15;Zone_ZFH_FrayereSole;56;10;3
G_low_activity_2_Zunique @ Chalutiers Arts dormants-10-12;zbsi_penatules;106;36;0
G_low_activity_2_Zunique @ Chalutiers Arts dormants-10-12;Zone_3miles-2rectSud;52;36;5
G_low_activity_2_Zunique @ Chalutiers Arts dormants-10-12;Zone_Coraux;48;36;0
G_low_activity_2_Zunique @ Chalutiers Arts dormants-10-12;zone_FermG;702;36;36
G_low_activity_2_Zunique @ Chalutiers Arts dormants-10-12;Zone_ZFH_FrayereSole;56;36;9
G_low_activity_2_Zunique @ Chalutiers de fond exclusifs-10-12;zbsi_penatules;106;13;0
G_low_activity_2_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_3miles-2rectSud;52;13;1
G_low_activity_2_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_Coraux;48;13;0
G_low_activity_2_Zunique @ Chalutiers de fond exclusifs-10-12;zone_FermG;702;13;13
G_low_activity_2_Zunique @ Chalutiers de fond exclusifs-10-12;Zone_ZFH_FrayereSole;56;13;2
G_low_activity_2_Zunique @ Chalutiers Dragueurs-10-12;zbsi_penatules;106;27;0
G_low_activity_2_Zunique @ Chalutiers Dragueurs-10-12;Zone_3miles-2rectSud;52;27;5
G_low_activity_2_Zunique @ Chalutiers Dragueurs-10-12;Zone_Coraux;48;27;0
G_low_activity_2_Zunique @ Chalutiers Dragueurs-10-12;zone_FermG;702;27;27
G_low_activity_2_Zunique @ Chalutiers Dragueurs-10-12;Zone_ZFH_FrayereSole;56;27;4
G_low_activity_2_Zunique @ Chalutiers Tamiseurs-10-12;zbsi_penatules;106;24;0
G_low_activity_2_Zunique @ Chalutiers Tamiseurs-10-12;Zone_3miles-2rectSud;52;24;5
G_low_activity_2_Zunique @ Chalutiers Tamiseurs-10-12;Zone_Coraux;48;24;0
G_low_activity_2_Zunique @ Chalutiers Tamiseurs-10-12;zone_FermG;702;24;24
G_low_activity_2_Zunique @ Chalutiers Tamiseurs-10-12;Zone_ZFH_FrayereSole;56;24;3
G_low_activity_2_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;zbsi_penatules;106;81;8
G_low_activity_2_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_3miles-2rectSud;52;81;18
G_low_activity_2_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_Coraux;48;81;0
G_low_activity_2_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;zone_FermG;702;81;81
G_low_activity_2_Zunique @ Fileyeurs Caseyeurs exclusifs-0-10;Zone_ZFH_FrayereSole;56;81;13
G_low_activity_2_Zunique @ Fileyeurs exclusifs-0-10;zbsi_penatules;106;96;9
G_low_activity_2_Zunique @ Fileyeurs exclusifs-0-10;Zone_3miles-2rectSud;52;96;17
G_low_activity_2_Zunique @ Fileyeurs exclusifs-0-10;Zone_Coraux;48;96;0
G_low_activity_2_Zunique @ Fileyeurs exclusifs-0-10;zone_FermG;702;96;96
G_low_activity_2_Zunique @ Fileyeurs exclusifs-0-10;Zone_ZFH_FrayereSole;56;96;19
